id,event_id,event_key,name,title,event_name,description,venue,category,event_type,type,price,capacity,current_registrations,max_registrations,is_team_event,min_team_size,max_team_size,is_open,is_active,current_status,registration_deadline,event_date,start_time,end_time,coordinator_name,coordinator_contact,created_at,updated_at
19640d01-2792-4857-81ff-061cf009155b,non-tech-event-csbs,,EMOJI PICTIONARY,,,"A race to translate famous movie titles or book plots written entirely in emoji strings. define this clearly.Emoji Pictionary is a fast-paced word-guessing game where the goal is to identify a movie title, book plot, or famous phrase using only a sequence of emojis as clues.It is a digital twist on the classic game of Pictionary, replacing sketches with symbols.","AB 110, Academic Block, 110",non-technical,SOLO,,150,60,0,,false,1,1,false,true,upcoming,,2026-02-14,09:00:00,16:00:00,,8778652972,2026-01-24 06:02:13.79878+00,2026-02-13 04:06:14.475+00
1c335475-b0b8-4fdf-b909-703590111d12,non-tech-event-cse-1,,BATTLE ARENA,,,"Battle Arena is a high-intensity eSports competition designed to bring together skilled gamers in a professional and competitive environment. Participants battle it out in popular titles like EA Sports FC and Free Fire, showcasing precision, strategy, reflexes, and real-time decision-making. The event follows a structured tournament format to identify and crown the ultimate champions of the arena. 
","CSE LAB 1, IT Park",Non-Technical,SOLO,,150,100,0,,false,1,1,false,true,upcoming,,2026-02-14,09:00:00,16:00:00,,98650 24343,2026-01-24 06:02:13.79878+00,2026-02-12 03:17:01.362+00
1ca1a3b3-9524-48aa-8cf3-103298df6795,non-tech-event-ft,,UNMASKING BRANDS & FLAVOURS,,,"A Journey Through Corporate Identities & Culinary Secrets 
This event is designed to challenge participants' knowledge of corporate branding and food recognition through an interactive three-level game. It tests awareness, teamwork, and quick thinking in a fun and engaging way.",,non-technical,SOLO,,150,100,0,,false,1,1,false,true,upcoming,,2026-02-14,09:00:00,16:00:00,,8754394242,2026-01-24 06:02:13.79878+00,2026-02-12 03:17:02.804+00
1d963abd-21ee-4600-a0bd-fede434de027,poster-event-eee,,Poster Presentation(EEE),,,Poster Presentation,,technical,TEAM,,150,100,0,,true,1,2,true,true,upcoming,,2026-02-13,09:00:00,16:00:00,,,2026-02-06 06:27:18.711538+00,2026-02-13 02:50:46.801+00
1ddeccea-5702-4d14-b118-a5d48054e727,paper-event-ft,,Paper Presentation(FT),,,"Green Innovation in Food Processing Techniques is a platform that celebrates ideas and innovations shaping the future of food. The conference brings together students, researchers, academicians, and industry professionals to explore eco-friendly solutions, safe food practices, and sustainable technologies in food processing. This event encourages creative thinking, knowledge sharing, and meaningful discussions on building a greener, healthier, and more sustainable food system.",,technical,,,150,100,0,,true,2,3,true,true,upcoming,,2026-02-13,09:00:00,16:00:00,,9789252952,2026-01-24 06:00:18.157277+00,2026-02-13 02:47:40.87+00
1fd075fb-6d15-4443-8cd5-1f06d1ec6195,hack-event-ece,,PCBathon,,,"HACKATHON ",AICTE IDEA Lab,hackathon,,,500,100,0,,true,2,2,false,true,upcoming,,2026-02-13,09:00:00,16:00:00,,,2026-01-30 09:47:05.391432+00,2026-02-12 07:09:22.458+00
21e7b264-111d-457e-a1c5-a70dcb3d8519,paper-event-civil-1,,Paper Presentation(CIVIL),,,"This paper presentation addresses Smart & Sustainable Infrastructure, AI and Digital Technologies in Civil Engineering, and Future Trends in Construction and Structural Engineering, presenting a structured overview of concepts, system approaches, and industry relevance. It highlights ongoing advancements, practical applications, and emerging challenges while outlining future directions shaping modern civil and structural engineering.","Civil block C110, Civil block, C110",technical,TEAM,,150,100,0,,true,2,3,false,true,upcoming,,2026-02-13,09:00:00,16:00:00,,9976872912,2026-01-24 06:00:18.157277+00,2026-02-13 06:16:19.901+00
2215026e-5e6e-4a62-8ab4-dc7942cd3c97,workshop-event-aiml-1,,Vibe Coding with GitHub Copilot,,,,,workshop,SOLO,,300,60,0,,false,1,1,false,true,upcoming,,2026-02-12,09:00:00,16:00:00,,,2026-02-12 03:51:34.82768+00,2026-02-13 02:47:16.913+00
2236bcaa-fe1b-47d9-a336-7118ebe4059b,tech-event-bt-1,,BioNexathon,,,"A platform for students, researchers, and professionals to present and discuss recent advancements in biotechnology. 
Includes keynote lectures, panel discussions, and interactive sessions. 
Focus on innovation, research impact, and interdisciplinary collaboration. 
Encourages networking and knowledge exchange among participants. 
"," Bioinformatics Laboratory",hackathon,TEAM,,500,100,0,,true,1,3,false,true,upcoming,,2026-02-13,09:00:00,16:00:00,,9944528382,2026-01-24 06:00:18.157277+00,2026-02-12 03:17:47.862+00
281ec224-4228-465c-afa4-9e21f2f85092,hack-event-csbs,,Cloudathon,,,"CLOUDATHON is a high-energy, hands-on cloud hackathon where ideas turn into scalable, real-world solutions. Build, deploy, and optimize cloud-powered applications while tackling today’s most exciting tech challenges.",AB Lab 4,hackathon,competition,,500,100,0,,true,1,3,false,true,upcoming,,2026-02-13,09:00:00,16:00:00,Vishak S,93441 75500,2026-02-04 06:04:07.191664+00,2026-02-10 10:10:00.138+00
2c288cce-a31b-4ea4-86cb-d48648fb6830,Project-event-eee,,Project Presentation(EEE),,,Project Presentation,,technical,TEAM,,150,100,0,,true,1,3,true,true,upcoming,,2026-02-13,09:00:00,16:00:00,,,2026-02-09 04:25:27.004984+00,2026-02-13 03:46:12.158+00
2e6f268a-8d91-4ec4-81e2-c7537a2cd591,poster-event-ece,,Poster Presentation(ECE),,,Poster Presentation,,technical,single,,150,100,0,,true,1,2,true,true,upcoming,,2026-02-13,09:00:00,16:00:00,,,2026-02-06 06:27:18.711538+00,2026-02-13 02:50:53.106+00
2ed4c74c-ce88-4307-8700-5e0cefa515a8,poster-event-civil,,Poster Presentation(CIVIL),,,Poster Presentation,,technical,TEAM,,150,100,0,,true,1,2,true,true,upcoming,,2026-02-13,09:00:00,16:00:00,,,2026-02-06 06:27:18.711538+00,2026-02-13 02:51:28.734+00
2f77acd7-3024-40e3-9e56-d51ef40238cd,workshop-event-mech,,Development of Next Gen vehicle,,,"This workshop introduces emerging technologies used in modern and future vehicles. 
Participants gain industry-oriented knowledge on advanced vehicle systems and design trends. 
The session connects engineering theory with real-time automotive applications.",,WORKSHOP,SOLO,,300,70,0,,false,1,1,false,true,upcoming,,2026-02-12,09:00:00,16:00:00,Dr.K.Raja,9842314481,2026-01-24 06:05:25.013754+00,2026-02-12 07:10:27.883+00
33888a7e-dab6-43b6-9bc2-ca27fe0510cd,tech-event-ece-1,,Zero Component,,,"An engaging electronics-based technical event where participants are given only component symbols
without component names. Participants must identify the correct components and build the complete circuit
within a limited time. The participant who successfully builds a correct and working circuit in the shortest
time is declared the winner.",,technical,,,250,100,0,,true,1,2,true,true,upcoming,,2026-02-13,09:00:00,16:00:00,,9500241234,2026-01-24 06:00:18.157277+00,2026-02-13 03:05:09.938+00
37dee3eb-67a8-4397-b807-62199f04515d,nontech-event-EAT,,Talk Show(English),,,The Talk Show aims to identify and nurture young individuals who possess strong communication abilities and leadership potential.,,Non-Technical,SOLO,,150,100,0,,false,1,1,false,true,upcoming,,2026-02-14,09:00:00,16:00:00,,,2026-02-04 06:11:05.726925+00,2026-02-12 07:10:22.354+00
38311af0-4877-475e-a84a-4e7498892d0c,tech-event-aiml,,VibeCode-26,,,"“Launch Something Lovable” in 24 Hours is a high-energy, in-person vibe coding hackathon where teams build and ship real MVPs using Lovable, focusing on product thinking, usability, and real-world impact.","AB LAB 3, Academic Block",Hackathon,TEAM,TEAM,500,80,0,,true,2,4,false,true,upcoming,,2026-02-13,09:00:00,16:00:00,,8220512436,2026-01-24 06:00:18.157277+00,2026-02-11 06:12:48.847+00
3b90efa6-4f9e-4066-bf5e-bc88d48823eb,Project-event-bt,,Project Presentation(BT),,,Project Presentation,,technical,TEAM,,150,100,0,,true,1,3,true,true,upcoming,,2026-02-13,09:00:00,16:00:00,,,2026-02-09 04:25:27.004984+00,2026-02-13 03:48:02.604+00
445578c6-2865-47b3-85e2-f24842925781,poster-event-txt,,Poster Presentation(TXT),,,Poster Presentation,,technical,TEAM,,150,100,0,,true,1,2,true,true,upcoming,,2026-02-13,09:00:00,16:00:00,,,2026-02-06 06:27:18.711538+00,2026-02-13 02:50:12.482+00
44facccd-eb20-4ec9-8077-c353ca5a027d,event-culturals2,,BEAT MODE,,,"A thrilling showcase of teamwork, rhythm, and creativity as groups compete with 
electrifying dance performances!",,cultural,,,150,100,0,,true,2,10,true,true,upcoming,,2026-02-14,09:00:00,16:00:00,Dr.K.Kiruthika,9842661683,2026-01-24 06:08:04.698424+00,2026-02-10 13:13:03.839+00
47e043be-82be-4e1f-addb-dd30d0c5b05b,non-tech-event-eee-2,,UNIT WARS,,,"Unit wars is an educational quiz event focusing on fundamental and derived SI units used 
in science and engineering.",,non-technical,,,150,100,0,,false,1,1,false,true,upcoming,,2026-02-14,09:00:00,16:00:00,,9994547837,2026-01-24 06:02:13.79878+00,2026-02-12 03:17:08.752+00
48eefd8a-6d98-433f-903d-462befd12d88,non-tech-event-eee,,TWISTED TILES,,,"Twisted Tiles is a puzzle-based event that challenges participants’ logical thinking and 
problem-solving skills.",,Non-Technical,SOLO,,150,100,0,,false,1,1,false,true,upcoming,,2026-02-14,09:00:00,16:00:00,,8012181649,2026-01-24 06:02:13.79878+00,2026-02-12 03:17:13.447+00
4addeaa4-e21a-44ba-a0c3-ef558fa457d6,tech-event-ai-ds,,AI Mystery Box Challenge,,,"The AI Mystery Box Challenge is a one-day technical event designed to test participants’ 
analytical thinking, creativity, and practical skills in Artificial Intelligence and Machine 
Learning. This event offers a unique, problem-solving experience where teams are challenged 
with an unknown AI task revealed only at the start of the competition. 
Participants will receive a mystery box containing a real-world dataset and a problem 
statement. Once the box is opened upon official announcement, teams must quickly analyze the 
problem, design an appropriate machine learning solution, and develop a working model within 
the given time. To enhance practical applicability, teams are also required to integrate their 
model with a functional web interface, simulating industry-level AI deployment. 

The event encourages collaborative teamwork, effective time management, and hands- 
on implementation of AI concepts such as data preprocessing, model selection, training, 

evaluation, and deployment. With internet access permitted, participants can explore libraries, 
frameworks, and documentation to refine their solutions. 

The AI Mystery Box Challenge will be conducted at AI Lab 2 with a registration fee of 
₹250 per head. This event is ideal for students who are passionate about AI, Data Science, and 
real-time problem solving, and who wish to showcase their technical expertise in a competitive 
environment.","AI LAB 2, Academic Block",technical,TEAM,,250,100,0,,true,1,3,true,true,upcoming,,2026-02-13,09:00:00,16:00:00,,8056408054,2026-01-24 06:00:18.157277+00,2026-02-13 03:05:01.425+00
4c69cdf6-1b65-4cd2-b4b8-ab5fd0827e01,paper-event-mech-1,,Paper Presentation(MECH),,,"This event allows students to present technical ideas and research in engineering fields. 
Participants showcase innovation, analysis, and problem-solving through structured presentations. 
A Q&A session helps evaluate technical depth and communication skills.",,technical,,,150,100,0,,true,2,3,true,true,upcoming,,2026-02-13,09:00:00,16:00:00,,9962116570,2026-01-24 06:00:18.157277+00,2026-02-13 02:47:43.325+00
4d4ea714-9bdb-40f9-96a3-d137bdb1aa5e,Project-event-mct,,Project Presentation(MCT),,,Project Presentation,,technical,TEAM,,150,100,0,,true,1,3,true,true,upcoming,,2026-02-13,09:00:00,16:00:00,,,2026-02-09 04:25:27.004984+00,2026-02-13 03:46:54.07+00
4d802591-aee1-4cbc-aad8-be9241617299,paper-event-txt-1,,Paper Presentation(TXT),,,"This paper presentation covers Sustainability in the Textile Industry, Recent Trends and Innovations in Textile Technology, Textile Waste: Problems, Solutions, and Opportunities, Smart Textiles, Eco-Friendly Manufacturing Practices, and the Future Scope of Textile Engineering. It presents a structured overview of key themes, industry relevance, current developments, and emerging challenges, with an emphasis on sustainable growth and future opportunities.",,technical,TEAM,,150,100,0,,true,2,3,true,true,upcoming,,2026-02-13,09:00:00,16:00:00,,9003436705,2026-01-24 06:00:18.157277+00,2026-02-13 02:48:15.379+00
4e4347ec-b6c0-4aea-9cca-c64998dc282d,project-event-mech,,Project Presentation (mechanical),,,Project Presentation,,technical,TEAM,,150,100,0,,true,1,3,true,true,upcoming,,2026-02-13,09:00:00,16:00:00,,,2026-02-07 04:05:15.12178+00,2026-02-13 03:48:19.625+00
4fb8e7c7-6b49-4e15-a4e6-18b514bec928,Project-event-vlsi,,CoreX(Project Presentation),,,"A technical project presentation competition where teams (1-3 members) showcase innovative projects in engineering, technology, or innovation. 
Each team gets 10 minutes to present and 5 minutes for Q&A, with originality being crucial. 
A Q&A session helps evaluate technical depth and communication skills. 
The winning team will be awarded with cash prize, and attendance is mandatory for certification.",,technical,,,250,100,0,,true,1,3,true,true,upcoming,,2026-02-13,09:00:00,16:00:00,,9003645614,2026-01-24 06:00:18.157277+00,2026-02-13 02:52:52.964+00
5505f291-b642-4d5f-b1f4-3fa176786620,workshop-event-ai-ds,,Agentic AI,,,"The one-day workshop on “Agentic AI” is designed to provide participants with in-depth 
knowledge of intelligent AI agents capable of autonomous decision-making, goal-oriented behavior, 
and real-world problem solving. The workshop will explore how Agentic AI systems operate beyond 
traditional AI models by enabling planning, reasoning, and adaptive actions in dynamic environments. 
The session will be led by Mr. Dineshkumar Shanmugam, Founder & CEO of Wildrise, Korclub 
Consumer Private Limited, who brings strong industry experience in building AI-driven products and 
scalable technology solutions. Through expert-led lectures, real-world use cases, and interactive 
discussions, participants will gain valuable insights into the architecture, applications, and future 

scope of Agentic AI across industries such as automation, business intelligence, robotics, and smart 
systems. 
This workshop is ideal for students and faculty interested in Artificial Intelligence, Data Science, 
Machine Learning, and emerging intelligent systems. It aims to bridge the gap between theoretical AI 
concepts and practical implementation, encouraging innovation and hands-on learning. 
The workshop will be conducted at AB Lab 2 and is open to all interested participants with a 
registration fee of ₹300 per head.","AB LAB 2, Academic Block",workshop,SOLO,,300,65,0,,false,1,1,false,true,upcoming,,2026-02-12,09:00:00,16:00:00,Mr. S. Raja,7502821440,2026-01-24 06:05:25.013754+00,2026-02-11 14:59:13.1+00
562a3251-d4af-4c56-a2ad-cb474774411a,workshop-event-vlsi,,Chip2Test,,,"This hands-on workshop will guide students through the journey of VLSI design, from logic design to the implementation of test patterns using DFT techniques. 
Participants will gain practical experience in identifying faults, creating test strategies, and understanding how DFT ensures reliability and efficiency in modern chip design. 
By the end of the session, students will have a clear understanding of the role of DFT in bridging design and verification in real-world VLSI circuits. 
",,WORKSHOP,SOLO,,300,70,0,,false,1,1,false,true,upcoming,,2026-02-12,09:00:00,16:00:00,Mr. A. Suresh Kumar,9500371772,2026-01-24 06:05:25.013754+00,2026-02-12 07:10:30.148+00
5b871fc0-00ac-4b33-9f55-a5b4ecc99600,workshop-event-mct,,Flight mode: ON,,,"Flight modes help control how a drone flies, making it safer and easier to operate. This workshop also includes simple drone assembly, covering basic parts, motor fixing, wiring, and controller setup.",,WORKSHOP,SOLO,,300,70,0,,false,1,1,false,true,upcoming,,2026-02-12,09:00:00,16:00:00,Mr. S. HariPrasadh,7092821630,2026-01-24 06:05:25.013754+00,2026-02-10 13:38:35.26+00
5e341187-edb3-41b8-975a-4df65c19ab36,tech-event-mech,,Designathon,,,"Designathon challenges individuals to solve an engineering problem within a limited time. 
Participants develop creative design solutions using logical and technical thinking. 
Originality, feasibility, and time management are key evaluation criteria.",,hackathon,,,300,100,0,,false,1,1,false,true,upcoming,,2026-02-13,09:00:00,16:00:00,,9842887155,2026-01-24 06:00:18.157277+00,2026-02-11 15:25:12.049+00
5fc1cfac-3367-4ea2-9076-6a406d2f4ee9,paper-event-vlsi,,Paper Presentation(VLSI),,,Paper Presentation,,technical,competition,,150,100,0,,true,2,3,true,true,upcoming,,2026-02-13,09:00:00,16:00:00,,,2026-02-06 08:56:36.892935+00,2026-02-13 02:47:23.614+00
628b8c62-3fe2-4919-99dd-33868de47050,workshop-event-ft,,Sustainable Innovations in Food Processing Techniques,,,"Students will actively engage in hands-on sessions to explore innovative and sustainable food processing techniques, with a focus on waste reduction, energy efficiency, and value addition. Through live demonstrations and guided activities, participants will design, analyse, and improve food processing methods using eco-friendly practices. The workshop also encourages collaborative problem-solving to develop practical solutions for real-world food sustainability challenges.",,WORKSHOP,SOLO,,300,70,0,,false,1,1,false,true,upcoming,,2026-02-12,09:00:00,16:00:00,Mr.T.G.N.Nagarjun,8754394242,2026-01-24 06:05:25.013754+00,2026-02-10 13:38:30.652+00
6332aaba-dd25-44a9-b6be-60b02730954f,tech-event-ite-2,,Cody Challenge,,,Coding Competition,,hackathon,,,250,100,0,,false,1,1,false,true,upcoming,,2026-02-13,09:00:00,16:00:00,,,2026-01-30 09:38:36.368202+00,2026-02-10 10:10:02.179+00
65885774-e73e-453a-874f-e00fc945dde6,conference-event-sols,,Transforming life science through AI and Smart Technologies,,,"A platform for students, researchers, and professionals to present and discuss recent advancements in biotechnology. 
Includes keynote lectures, panel discussions, and interactive sessions. 
Focus on innovation, research impact, and interdisciplinary collaboration. 
Encourages networking and knowledge exchange among participants. 
"," Dr. M S Swaminathan Biotech Seminar Hall",conference,,,300,100,0,,true,1,4,false,true,upcoming,,2026-02-14,09:00:00,16:00:00,Dr. S. Poornima,,2026-01-24 06:08:47.911475+00,2026-02-12 07:10:36.078+00
662912dd-b6cf-4ed1-adb0-3f63789259c6,event-culturals4,,MUSICAL MAVERICKS,,,"A talented vocalist who mesmerizes the audience with a soulful performance, adding 
emotion and energy to the event.",,cultural,,,200,100,0,,false,1,1,true,true,upcoming,,2026-02-14,09:00:00,16:00:00,Dr.K.Kiruthika,9842661683,2026-01-24 06:08:04.698424+00,2026-02-10 13:13:17.724+00
6a080402-1819-4f0d-ba92-4e2b83fbf9eb,workshop-event-aiml,,AI tools for game development,,,"Step into the AI Arcade and discover how AI tools can supercharge game 
development-build smarter,faster,and more creative gamesusing cutting -edge AI tools.","AI LAB 1, Academic Block",workshop,SOLO,,300,140,0,,false,1,1,false,true,upcoming,,2026-02-12,09:00:00,16:00:00,Ms.M.Indumathi,9715247992,2026-01-24 06:05:25.013754+00,2026-02-10 13:38:35.702+00
6b31f0ce-8999-4b49-9d9a-37af1969eeb5,paper-event-cse,,Paper Presentation(CSE),,,Paper Presentation,,technical,,,150,100,0,,true,2,3,true,true,upcoming,,2026-02-13,09:00:00,16:00:00,,,2026-02-06 06:15:11.681912+00,2026-02-13 02:47:27.529+00
6b8729a3-5660-4c74-8de3-0b4b4dd79e9e,tech-event-it,,NeuraCode 2.O,,,"It is a team-based web design challenge where a reference website design is provided. 
Team members take turns recreating the design, building upon the previous member’s work without restarting. 
Creativity, accuracy, and teamwork determine the final output. 
",,hackathon,,,300,100,0,,true,1,3,true,true,upcoming,,2026-02-13,09:00:00,16:00:00,,9688837873,2026-01-24 06:00:18.157277+00,2026-02-13 04:00:27.904+00
6d39a2ea-844c-4133-8280-3cec28497f67,non-tech-event-mct,,MIND SPARK,,,"Mind Spark Arena is a three-round knowledge-based game designed to test participants’ intelligence, observation skills, and brand awareness. The event begins with a general quiz, followed by a visual picture connection round, and concludes with logo identification and brand tagline recognition. Teams must think fast, connect ideas smartly, and prove their mental agility to win.",,Non-Technical,SOLO,,150,100,0,,false,1,1,false,true,upcoming,,2026-02-14,09:00:00,16:00:00,,9965137001,2026-01-24 06:02:13.79878+00,2026-02-12 03:16:51.131+00
6eb72889-8c13-458e-b044-3be18d797b79,tech-event-csbs,,System Sense,,,"System Sense is a technical challenge designed to evaluate heuristic principles, identify design and interaction issues, and propose effective improvements within a limited time. Where participants assess systems based on established usability guidelines such as clarity, consistency, feedback, and user control. By applying these principles, participants develop practical solutions that enhance both user experience and business efficiency. 
","AB LAB 4, Academic Block",TECHNICAL,SOLO,,250,60,0,,false,1,1,true,true,upcoming,,2026-02-13,09:00:00,16:00:00,,9750037023,2026-01-24 06:00:18.157277+00,2026-02-13 04:05:58.832+00
7331abfa-f812-48c0-99d4-6698cc9e6bee,paper-event-it,,Paper Presentation(IT),,,Paper Presentation,,technical,,,150,100,0,,true,2,3,true,true,upcoming,,2026-02-13,09:00:00,16:00:00,,,2026-02-06 06:15:11.681912+00,2026-02-13 02:47:25.063+00
769a6a06-34a4-407d-ab9c-52f91ef6bff7,Project-event-cse,,Project Presentation(CSE),,,Project Presentation,,technical,TEAM,,150,100,0,,true,1,3,true,true,upcoming,,2026-02-13,09:00:00,16:00:00,,,2026-02-09 04:25:27.004984+00,2026-02-13 03:47:55.537+00
782bdd62-519f-4fea-b22f-a7541b0e5822,event-culturals1,,INFINITE STEP,,,"Solo dance is a personal expression of rhythm, emotion, and creativity through 
graceful movements. It captivates audiences with unique styles and storytelling.",,cultural,,,250,100,0,,false,1,1,true,true,upcoming,,2026-02-14,09:00:00,16:00:00,Dr.K.Kiruthika,9842661683,2026-01-24 06:08:04.698424+00,2026-02-10 13:13:31.302+00
7b122c59-541b-4509-bdc4-0cfb8674ac97,non-tech-event-ece-1,,Kahoot Quiz,,,"The Kahoot Quiz Challenge is an exciting and interactive quiz event designed to test participants’ 
knowledge, speed, and teamwork. Using the Kahoot platform, teams will answer multiple-choice questions in 
real time using their smartphones. The quiz covers a mix of technical, general knowledge, and fun questions, 
making it both competitive and engaging. Accuracy and quick thinking are the keys to winning!",,Non-Technical,SOLO,,150,100,0,,false,1,1,false,true,upcoming,,2026-02-14,09:00:00,16:00:00,,9942868893,2026-01-24 06:02:13.79878+00,2026-02-12 03:16:49.182+00
7f2357c7-19fe-4c32-b154-99f2a02bfaf9,tech-event-bt-2,,Reel-O-Science,,,"Short technical video presentation event 
Students showcase innovative engineering ideas 
Focus on clarity, creativity, and technical understanding 
Judged through content quality and explanation skills"," Bioprocess Laboratory ",TECHNICAL,SOLO,,250,58,0,,false,1,1,true,true,upcoming,,2026-02-13,09:00:00,16:00:00,,8925606990,2026-01-24 06:00:18.157277+00,2026-02-13 03:04:32.348+00
818e2a54-9497-46bd-a598-32258ae3195f,non-tech-event-bt,,JUST-A-MINUTE (JAM),,,"Just-A-Minute (JAM) is a fast-paced speaking event where participants must speak on a given topic for one full minute without hesitation, repetition, or deviation. 
It tests quick thinking, clarity of thought, confidence, and effective communication skills in a fun and engaging way."," Dr. M S Swaminathan Biotech Seminar Hall",Non-Technical,SOLO,,150,100,0,,false,1,1,false,true,upcoming,,2026-02-14,09:00:00,16:00:00,,9976899069,2026-01-24 06:02:13.79878+00,2026-02-12 03:16:45.784+00
840f3f0d-7894-4dfc-b427-21b676e574b3,Project-event-ece,,Project Presentation(ECE),,,Project Presentation,,technical,TEAM,,150,100,0,,true,1,3,true,true,upcoming,,2026-02-13,09:00:00,16:00:00,,,2026-02-09 04:25:27.004984+00,2026-02-13 03:48:10.982+00
843f01d1-a9f3-4240-95a9-473266a89358,workshop-event-csbs,,Blockchain Beyond Crypto: Real-World Applications,,,"This workshop introduces blockchain technology beyond cryptocurrencies, focusing on its real-world applications across industries such as supply chain management, healthcare, finance, governance, digital identity, and data security. Participants will learn core blockchain concepts and explore how decentralization, transparency, and trust help solve challenges in traditional systems through practical examples and discussions. 
","AB LAB 4, Academic Block",workshop,SOLO,,300,63,0,,false,1,1,false,true,upcoming,,2026-02-12,09:00:00,16:00:00,Mrs. T. Udhaya,8675587180,2026-01-24 06:05:25.013754+00,2026-02-11 15:03:06.58+00
